页码,标题,价格,区域,房子面积,朝向,房屋类型,楼层,链接,爬取时间
4,整租·保利蔚蓝林语 3室2厅 南,3722 元/月,浦东-临港新城-保利蔚蓝林语,96.39㎡,南,3室2厅2卫,中楼层                        （14层）,https://sh.lianjia.com/zufang/SH2067060238271381504.html,2025-11-17 19:48:25
4,整租·东宸源著 3室1厅 南,3300 元/月,浦东-临港新城-东宸源著,129.08㎡,南,3室1厅2卫,中楼层                        （8层）,https://sh.lianjia.com/zufang/SH2067102750973362176.html,2025-11-17 19:48:25
4,整租·滴水湖馨苑三期 3室2厅 南,3000 元/月,浦东-临港新城-滴水湖馨苑三期,166.09㎡,南,3室2厅2卫,中楼层                        （11层）,https://sh.lianjia.com/zufang/SH2068234846689296384.html,2025-11-17 19:48:25
4,整租·大名城映玥 3室2厅 南,3800 元/月,浦东-临港新城-大名城映玥,96.35㎡,南,3室2厅2卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2068302560090914816.html,2025-11-17 19:48:25
4,整租·金融湾晶琇 2室2厅 南,3800 元/月,浦东-临港新城-金融湾晶琇,96.62㎡,南,2室2厅1卫,低楼层                        （11层）,https://sh.lianjia.com/zufang/SH2068317306445889536.html,2025-11-17 19:48:25
4,整租·艾森公馆 3室2厅 南/北,4200 元/月,浦东-临港新城-艾森公馆,86.10㎡,南 北,3室2厅1卫,中楼层                        （11层）,https://sh.lianjia.com/zufang/SH2069422965564375040.html,2025-11-17 19:48:25
4,整租·嘉和美苑 3室2厅 南/北,4000 元/月,浦东-临港新城-嘉和美苑,105.50㎡,南 北,3室2厅1卫,中楼层                        （8层）,https://sh.lianjia.com/zufang/SH2071788503775051776.html,2025-11-17 19:48:25
4,整租·大名城映晖 3室2厅 南/北,3800 元/月,浦东-临港新城-大名城映晖,95.08㎡,南 北,3室2厅2卫,中楼层                        （8层）,https://sh.lianjia.com/zufang/SH2072625163303649280.html,2025-11-17 19:48:25
5,整租·海尚明月苑 2室2厅 南/北,1700 元/月,浦东-临港新城-海尚明月苑,82.34㎡,南 北,2室2厅1卫,高楼层                        （6层）,https://sh.lianjia.com/zufang/SH2046564058127138816.html,2025-11-17 19:48:28
5,整租·宜浩佳园北区 2室2厅 南/北,2500 元/月,浦东-临港新城-宜浩佳园北区,88.25㎡,南 北,2室2厅1卫,高楼层                        （4层）,https://sh.lianjia.com/zufang/SH2048981481233055744.html,2025-11-17 19:48:28
5,整租·书院一号公寓 2室1厅 南,2200 元/月,浦东-书院镇-书院一号公寓,93.72㎡,南,2室1厅1卫,低楼层                        （11层）,https://sh.lianjia.com/zufang/SH2049782297703481344.html,2025-11-17 19:48:28
5,整租·中建锦绣熙岸 3室2厅 南,3200 元/月,浦东-临港新城-中建锦绣熙岸,87.26㎡,南,3室2厅1卫,高楼层                        （14层）,https://sh.lianjia.com/zufang/SH2052237243673739264.html,2025-11-17 19:48:28
5,整租·海芦镜湖苑 3室2厅 南/北,2700 元/月,浦东-临港新城-海芦镜湖苑,107.34㎡,南 北,3室2厅1卫,高楼层                        （6层）,https://sh.lianjia.com/zufang/SH2053457586681806848.html,2025-11-17 19:48:28
5,整租·绿地东岸涟城 1室1厅 南,2000 元/月,浦东-临港新城-绿地东岸涟城,74.64㎡,南,1室1厅1卫,低楼层                        （11层）,https://sh.lianjia.com/zufang/SH2052267807290163200.html,2025-11-17 19:48:28
5,整租·星瀚璟庭 3室2厅 南,4100 元/月,浦东-临港新城-星瀚璟庭,142.79㎡,南,3室2厅2卫,低楼层                        （18层）,https://sh.lianjia.com/zufang/SH2056217379255353344.html,2025-11-17 19:48:28
5,整租·星瀚璟庭 3室2厅 南,3500 元/月,浦东-临港新城-星瀚璟庭,98.54㎡,南,3室2厅2卫,低楼层                        （18层）,https://sh.lianjia.com/zufang/SH2056567535733571584.html,2025-11-17 19:48:28
5,整租·万科金域澜湾 3室2厅 复式 南,10000 元/月,浦东-临港新城-万科金域澜湾,163.68㎡,南,3室2厅3卫,低楼层                        （1层）,https://sh.lianjia.com/zufang/SH2055595869448699904.html,2025-11-17 19:48:28
5,整租·金融湾晶珏 3室2厅 南,3600 元/月,浦东-临港新城-金融湾晶珏,98.81㎡,南,3室2厅2卫,低楼层                        （14层）,https://sh.lianjia.com/zufang/SH2056381706461511680.html,2025-11-17 19:48:28
5,整租·海上风华 3室1厅 南,3200 元/月,浦东-临港新城-海上风华,90.89㎡,南,3室1厅3卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2056673558968401920.html,2025-11-17 19:48:28
5,整租·大名城映晖 4室2厅 南,5500 元/月,浦东-临港新城-大名城映晖,119.66㎡,南,4室2厅2卫,低楼层                        （8层）,https://sh.lianjia.com/zufang/SH2058779036821225472.html,2025-11-17 19:48:28
5,整租·保利蔚蓝林语 5室2厅 复式 南,5300 元/月,浦东-临港新城-保利蔚蓝林语,152.39㎡,南,5室2厅2卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2057352933497896960.html,2025-11-17 19:48:28
5,整租·绿地东岸涟城 4室2厅 南,6100 元/月,浦东-临港新城-绿地东岸涟城,196.00㎡,南,4室2厅3卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2059104809679585280.html,2025-11-17 19:48:28
5,整租·临港天宸 3室2厅 南/北,3000 元/月,浦东-临港新城-临港天宸,98.78㎡,南 北,3室2厅2卫,高楼层                        （23层）,https://sh.lianjia.com/zufang/SH2059917501281599488.html,2025-11-17 19:48:28
5,整租·陆家嘴滴水涟岸一期 2室2厅 南,3800 元/月,浦东-临港新城-陆家嘴滴水涟岸一期,85.64㎡,南,2室2厅2卫,低楼层                        （14层）,https://sh.lianjia.com/zufang/SH2061673660292268032.html,2025-11-17 19:48:28
5,整租·碧云壹零 4室2厅 南,27000 元/月,浦东-临港新城-碧云壹零,413.80㎡,南,4室2厅2卫,低楼层                        （2层）,https://sh.lianjia.com/zufang/SH2061357689283280896.html,2025-11-17 19:48:28
5,整租·星瀚璟庭 3室2厅 南,3200 元/月,浦东-临港新城-星瀚璟庭,97.58㎡,南,3室2厅2卫,低楼层                        （18层）,https://sh.lianjia.com/zufang/SH2062425399782014976.html,2025-11-17 19:48:28
5,整租·保利蔚蓝林语 4室2厅 南,4500 元/月,浦东-临港新城-保利蔚蓝林语,153.06㎡,南,4室2厅3卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2062513742435844096.html,2025-11-17 19:48:28
5,整租·保利玲珑公馆 3室1厅 南/北,3000 元/月,浦东-临港新城-保利玲珑公馆,91.07㎡,南 北,3室1厅2卫,高楼层                        （14层）,https://sh.lianjia.com/zufang/SH2062452753912823808.html,2025-11-17 19:48:28
5,整租·绿地临港家园（海洋小区） 2室2厅 南,2350 元/月,浦东-临港新城-绿地临港家园（海洋小区）,96.81㎡,南,2室2厅1卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2062478671003779072.html,2025-11-17 19:48:28
5,整租·海滨时代大厦 3室2厅 南/北,5600 元/月,浦东-临港新城-海滨时代大厦,106.00㎡,南 北,3室2厅2卫,高楼层                        （10层）,https://sh.lianjia.com/zufang/SH2064640978169364480.html,2025-11-17 19:48:28
5,整租·海滨时代大厦 2室1厅 南/北,2800 元/月,浦东-临港新城-海滨时代大厦,51.42㎡,南 北,2室1厅2卫,高楼层                        （10层）,https://sh.lianjia.com/zufang/SH2064642009418694656.html,2025-11-17 19:48:28
5,整租·朗诗里程 2室1厅 南/北,2500 元/月,浦东-临港新城-朗诗里程,77.66㎡,南 北,2室1厅1卫,低楼层                        （15层）,https://sh.lianjia.com/zufang/SH2065773544347795456.html,2025-11-17 19:48:28
5,整租·星瀚璟庭 3室2厅 南/北,3400 元/月,浦东-临港新城-星瀚璟庭,99.14㎡,南 北,3室2厅2卫,低楼层                        （18层）,https://sh.lianjia.com/zufang/SH2067090161212063744.html,2025-11-17 19:48:28
5,整租·宜浩佳园北区 2室2厅 南/北,2900 元/月,浦东-临港新城-宜浩佳园北区,110.42㎡,南 北,2室2厅2卫,高楼层                        （12层）,https://sh.lianjia.com/zufang/SH2067125974192881664.html,2025-11-17 19:48:28
5,整租·保利蔚蓝林语 3室2厅 南,3722 元/月,浦东-临港新城-保利蔚蓝林语,96.39㎡,南,3室2厅2卫,中楼层                        （14层）,https://sh.lianjia.com/zufang/SH2067060238271381504.html,2025-11-17 19:48:28
5,整租·东宸源著 3室1厅 南,3300 元/月,浦东-临港新城-东宸源著,129.08㎡,南,3室1厅2卫,中楼层                        （8层）,https://sh.lianjia.com/zufang/SH2067102750973362176.html,2025-11-17 19:48:28
5,整租·滴水湖馨苑三期 3室2厅 南,3000 元/月,浦东-临港新城-滴水湖馨苑三期,166.09㎡,南,3室2厅2卫,中楼层                        （11层）,https://sh.lianjia.com/zufang/SH2068234846689296384.html,2025-11-17 19:48:28
5,整租·大名城映玥 3室2厅 南,3800 元/月,浦东-临港新城-大名城映玥,96.35㎡,南,3室2厅2卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2068302560090914816.html,2025-11-17 19:48:28
6,整租·港城悦璟 3室2厅 南/北,3430 元/月,浦东-临港新城-港城悦璟,90.62㎡,南 北,3室2厅2卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2087412573421961216.html,2025-11-17 19:48:32
6,整租·金融湾晶珺 3室2厅 南/北,3400 元/月,浦东-临港新城-金融湾晶珺,98.94㎡,南 北,3室2厅2卫,中楼层                        （14层）,https://sh.lianjia.com/zufang/SH2087489105028972544.html,2025-11-17 19:48:32
6,整租·万科金域澜湾 2室2厅 南/北,3000 元/月,浦东-临港新城-万科金域澜湾,75.42㎡,南 北,2室2厅1卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2089319981685669888.html,2025-11-17 19:48:32
6,整租·东宸源著 2室1厅 南,2900 元/月,浦东-临港新城-东宸源著,77.65㎡,南,2室1厅1卫,中楼层                        （7层）,https://sh.lianjia.com/zufang/SH2090070591443828736.html,2025-11-17 19:48:32
6,整租·滴水湖馨苑一期 2室1厅 南/北,2700 元/月,浦东-临港新城-滴水湖馨苑一期,79.20㎡,南 北,2室1厅1卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2090714810760036352.html,2025-11-17 19:48:32
6,整租·上实望海 3室2厅 南,3500 元/月,浦东-临港新城-上实望海,120.36㎡,南,3室2厅2卫,低楼层                        （16层）,https://sh.lianjia.com/zufang/SH2091060364639731712.html,2025-11-17 19:48:32
6,整租·滴水湖馨苑一期 2室1厅 南,2300 元/月,浦东-临港新城-滴水湖馨苑一期,62.43㎡,南,2室1厅1卫,低楼层                        （5层）,https://sh.lianjia.com/zufang/SH2091172643490234368.html,2025-11-17 19:48:32
6,整租·碧云壹零 6室4厅 复式 南,19800 元/月,浦东-临港新城-碧云壹零,487.18㎡,南,6室4厅6卫,低楼层                        （3层）,https://sh.lianjia.com/zufang/SH2091383807906152448.html,2025-11-17 19:48:32
6,整租·保利铃兰公馆 3室2厅 南/北,3400 元/月,浦东-临港新城-保利铃兰公馆,89.95㎡,南 北,3室2厅2卫,低楼层                        （8层）,https://sh.lianjia.com/zufang/SH2092136596475215872.html,2025-11-17 19:48:32
6,整租·中建玖海云天 3室2厅 南,3500 元/月,浦东-临港新城-中建玖海云天,97.83㎡,南,3室2厅2卫,高楼层                        （18层）,https://sh.lianjia.com/zufang/SH2092132058410254336.html,2025-11-17 19:48:32
6,整租·临港家园 3室2厅 南/北,3600 元/月,浦东-临港新城-临港家园,153.49㎡,南 北,3室2厅2卫,高楼层                        （4层）,https://sh.lianjia.com/zufang/SH2092144247183507456.html,2025-11-17 19:48:32
6,整租·中建玖海云天 3室2厅 南,3800 元/月,浦东-临港新城-中建玖海云天,99.17㎡,南,3室2厅2卫,高楼层                        （17层）,https://sh.lianjia.com/zufang/SH2092239986614075392.html,2025-11-17 19:48:32
6,整租·万科金域澜湾鹭语墅 2室2厅 南,3000 元/月,浦东-临港新城-万科金域澜湾鹭语墅,80.07㎡,南,2室2厅1卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2092247003437203456.html,2025-11-17 19:48:32
6,整租·陆家嘴滴水涟岸一期 2室1厅 南/北,3500 元/月,浦东-临港新城-陆家嘴滴水涟岸一期,88.00㎡,南 北,2室1厅1卫,中楼层                        （14层）,https://sh.lianjia.com/zufang/SH2092511152264183808.html,2025-11-17 19:48:32
6,整租·星瀚璟庭 3室2厅 南/北,3200 元/月,浦东-临港新城-星瀚璟庭,99.00㎡,南 北,3室2厅2卫,中楼层                        （18层）,https://sh.lianjia.com/zufang/SH2092883564495372288.html,2025-11-17 19:48:32
6,整租·中建玖海云天 4室2厅 南/北,4370 元/月,浦东-临港新城-中建玖海云天,130.62㎡,南 北,4室2厅2卫,低楼层                        （18层）,https://sh.lianjia.com/zufang/SH2087046051054747648.html,2025-11-17 19:48:32
6,整租·陆家嘴滴水涟岸一期 2室2厅 南/北,4100 元/月,浦东-临港新城-陆家嘴滴水涟岸一期,87.98㎡,南 北,2室2厅2卫,低楼层                        （14层）,https://sh.lianjia.com/zufang/SH2087396989426728960.html,2025-11-17 19:48:32
6,整租·陆家嘴滴水涟岸二期 3室2厅 南/北,4000 元/月,浦东-临港新城-陆家嘴滴水涟岸二期,98.00㎡,南 北,3室2厅2卫,中楼层                        （12层）,https://sh.lianjia.com/zufang/SH2087399014952599552.html,2025-11-17 19:48:32
6,整租·临港十七区 2室1厅 南,2200 元/月,浦东-临港新城-临港十七区,50.36㎡,南,2室1厅2卫,高楼层                        （15层）,https://sh.lianjia.com/zufang/SH2088575034351157248.html,2025-11-17 19:48:32
6,整租·陆家嘴滴水涟岸二期 5室2厅 复式 东南/北,7000 元/月,浦东-临港新城-陆家嘴滴水涟岸二期,257.15㎡,东南 北,5室2厅3卫,低楼层                        （3层）,https://sh.lianjia.com/zufang/SH2088867809986609152.html,2025-11-17 19:48:32
6,整租·保利铃兰公馆 3室2厅 南,3000 元/月,浦东-临港新城-保利铃兰公馆,89.95㎡,南,3室2厅2卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2089273038678786048.html,2025-11-17 19:48:32
6,整租·临港家园 2室1厅 南/北,2400 元/月,浦东-临港新城-临港家园,91.64㎡,南 北,2室1厅1卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2089594380099780608.html,2025-11-17 19:48:32
6,整租·紫菁庭 3室2厅 南/北,3200 元/月,浦东-临港新城-紫菁庭,127.10㎡,南 北,3室2厅1卫,高楼层                        （13层）,https://sh.lianjia.com/zufang/SH2089593352298168320.html,2025-11-17 19:48:32
6,整租·万科金域澜湾 3室2厅 南,3000 元/月,浦东-临港新城-万科金域澜湾,106.00㎡,南,3室2厅2卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2089961586369232896.html,2025-11-17 19:48:32
6,整租·海上风华 2室2厅 复式 南,3150 元/月,浦东-临港新城-海上风华,90.55㎡,南,2室2厅2卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2090037624688345088.html,2025-11-17 19:48:32
6,整租·新芦苑 1室1厅 南,2000 元/月,浦东-临港新城-新芦苑,57.00㎡,南,1室1厅1卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2090430430988730368.html,2025-11-17 19:48:32
6,整租·中建锦绣熙岸 4室2厅 南/北,4600 元/月,浦东-临港新城-中建锦绣熙岸,157.53㎡,南 北,4室2厅2卫,高楼层                        （14层）,https://sh.lianjia.com/zufang/SH2091018538281074688.html,2025-11-17 19:48:32
6,整租·大名城映晖 3室2厅 南/北,3599 元/月,浦东-临港新城-大名城映晖,100.61㎡,南 北,3室2厅2卫,高楼层                        （12层）,https://sh.lianjia.com/zufang/SH2091415505775624192.html,2025-11-17 19:48:32
6,整租·滴水湖馨苑二期 6室2厅 复式 南,11000 元/月,浦东-临港新城-滴水湖馨苑二期,240.51㎡,南,6室2厅2卫,低楼层                        （1层）,https://sh.lianjia.com/zufang/SH2092094857232252928.html,2025-11-17 19:48:32
6,整租·海滨时代大厦 2室1厅 东,2500 元/月,浦东-临港新城-海滨时代大厦,65.00㎡,东,2室1厅2卫,高楼层                        （10层）,https://sh.lianjia.com/zufang/SH2092113445313839104.html,2025-11-17 19:48:32
7,整租·绿地东岸涟城 5室2厅 复式 南/北,6000 元/月,浦东-临港新城-绿地东岸涟城,210.05㎡,南 北,5室2厅3卫,低楼层                        （3层）,https://sh.lianjia.com/zufang/SH2087392408676335616.html,2025-11-17 19:48:34
7,整租·港城悦璟 3室2厅 南/北,3430 元/月,浦东-临港新城-港城悦璟,90.62㎡,南 北,3室2厅2卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2087412573421961216.html,2025-11-17 19:48:34
7,整租·金融湾晶珺 3室2厅 南/北,3400 元/月,浦东-临港新城-金融湾晶珺,98.94㎡,南 北,3室2厅2卫,中楼层                        （14层）,https://sh.lianjia.com/zufang/SH2087489105028972544.html,2025-11-17 19:48:34
7,整租·陆家嘴滴水涟岸二期 5室2厅 复式 东南/北,7000 元/月,浦东-临港新城-陆家嘴滴水涟岸二期,257.15㎡,东南 北,5室2厅3卫,低楼层                        （3层）,https://sh.lianjia.com/zufang/SH2088867809986609152.html,2025-11-17 19:48:34
7,整租·万科金域澜湾 2室2厅 南/北,3000 元/月,浦东-临港新城-万科金域澜湾,75.42㎡,南 北,2室2厅1卫,高楼层                        （8层）,https://sh.lianjia.com/zufang/SH2089319981685669888.html,2025-11-17 19:48:34
7,整租·万科金域澜湾 3室2厅 南,3000 元/月,浦东-临港新城-万科金域澜湾,106.00㎡,南,3室2厅2卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2089961586369232896.html,2025-11-17 19:48:34
7,整租·海上风华 2室2厅 复式 南,3150 元/月,浦东-临港新城-海上风华,90.55㎡,南,2室2厅2卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2090037624688345088.html,2025-11-17 19:48:34
7,整租·新芦苑 1室1厅 南,2000 元/月,浦东-临港新城-新芦苑,57.00㎡,南,1室1厅1卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2090430430988730368.html,2025-11-17 19:48:34
7,整租·滴水湖馨苑一期 2室1厅 南/北,2700 元/月,浦东-临港新城-滴水湖馨苑一期,79.20㎡,南 北,2室1厅1卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2090714810760036352.html,2025-11-17 19:48:34
7,整租·中建锦绣熙岸 4室2厅 南/北,4600 元/月,浦东-临港新城-中建锦绣熙岸,157.53㎡,南 北,4室2厅2卫,高楼层                        （14层）,https://sh.lianjia.com/zufang/SH2091018538281074688.html,2025-11-17 19:48:34
7,整租·上实望海 3室2厅 南,3500 元/月,浦东-临港新城-上实望海,120.36㎡,南,3室2厅2卫,低楼层                        （16层）,https://sh.lianjia.com/zufang/SH2091060364639731712.html,2025-11-17 19:48:34
7,整租·碧云壹零 6室4厅 复式 南,19800 元/月,浦东-临港新城-碧云壹零,487.18㎡,南,6室4厅6卫,低楼层                        （3层）,https://sh.lianjia.com/zufang/SH2091383807906152448.html,2025-11-17 19:48:34
7,整租·陆家嘴滴水涟岸一期 2室1厅 南/北,3500 元/月,浦东-临港新城-陆家嘴滴水涟岸一期,88.00㎡,南 北,2室1厅1卫,中楼层                        （14层）,https://sh.lianjia.com/zufang/SH2092511152264183808.html,2025-11-17 19:48:34
7,整租·万科金域澜湾 4室2厅 复式 东南,5000 元/月,浦东-临港新城-万科金域澜湾,140.83㎡,东南,4室2厅3卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2092538949120557056.html,2025-11-17 19:48:34
7,整租·东宸源著 3室2厅 南,3500 元/月,浦东-临港新城-东宸源著,92.00㎡,南,3室2厅1卫,低楼层                        （8层）,https://sh.lianjia.com/zufang/SH2093519548459253760.html,2025-11-17 19:48:34
7,整租·东宸源著 3室2厅 南/北,3500 元/月,浦东-临港新城-东宸源著,90.00㎡,南 北,3室2厅2卫,低楼层                        （8层）,https://sh.lianjia.com/zufang/SH2093637015311482880.html,2025-11-17 19:48:34
7,整租·雅戈尔 4室2厅 南/北,4000 元/月,浦东-临港新城-雅戈尔,140.17㎡,南 北,4室2厅2卫,高楼层                        （16层）,https://sh.lianjia.com/zufang/SH2093883290598506496.html,2025-11-17 19:48:34
7,整租·保利铃兰公馆 3室2厅 南,3000 元/月,浦东-临港新城-保利铃兰公馆,89.95㎡,南,3室2厅2卫,低楼层                        （8层）,https://sh.lianjia.com/zufang/SH2093912962333933568.html,2025-11-17 19:48:34
7,整租·滴水湖馨苑一期 2室1厅 南,1500 元/月,浦东-临港新城-滴水湖馨苑一期,67.12㎡,南,2室1厅1卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2093965863160905728.html,2025-11-17 19:48:34
7,整租·宜浩佳园南区 2室2厅 南/北,2500 元/月,浦东-临港新城-宜浩佳园南区,82.77㎡,南 北,2室2厅1卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2094367753614917632.html,2025-11-17 19:48:35
7,整租·宜浩佳园南区 2室2厅 南,2300 元/月,浦东-临港新城-宜浩佳园南区,78.17㎡,南,2室2厅1卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2094767205760630784.html,2025-11-17 19:48:35
7,整租·东宸源著 3室2厅 南,3200 元/月,浦东-临港新城-东宸源著,92.52㎡,南,3室2厅2卫,低楼层                        （8层）,https://sh.lianjia.com/zufang/SH2094745004416172032.html,2025-11-17 19:48:35
7,整租·万科金域澜湾鹭语墅 2室1厅 东南,2500 元/月,浦东-临港新城-万科金域澜湾鹭语墅,88.00㎡,东南,2室1厅1卫,低楼层                        （8层）,https://sh.lianjia.com/zufang/SH2094995329605697536.html,2025-11-17 19:48:35
7,整租·大名城映晖 3室2厅 南,3400 元/月,浦东-临港新城-大名城映晖,98.86㎡,南,3室2厅2卫,中楼层                        （12层）,https://sh.lianjia.com/zufang/SH2094745141431500800.html,2025-11-17 19:48:35
7,整租·紫菁庭 2室2厅 南/北,2700 元/月,浦东-临港新城-紫菁庭,85.58㎡,南 北,2室2厅1卫,低楼层                        （13层）,https://sh.lianjia.com/zufang/SH2095080096112050176.html,2025-11-17 19:48:35
7,整租·中建锦绣熙岸 3室1厅 南/北,2000 元/月,浦东-临港新城-中建锦绣熙岸,83.25㎡,南 北,3室1厅1卫,高楼层                        （14层）,https://sh.lianjia.com/zufang/SH2095488938331340800.html,2025-11-17 19:48:35
7,整租·海滨时代大厦 1室1厅 东/西,800 元/月,浦东-临港新城-海滨时代大厦,50.00㎡,东 西,1室1厅1卫,高楼层                        （10层）,https://sh.lianjia.com/zufang/SH2095859948964544512.html,2025-11-17 19:48:35
7,整租·海滨时代大厦 2室1厅 南,2000 元/月,浦东-临港新城-海滨时代大厦,57.57㎡,南,2室1厅1卫,中楼层                        （10层）,https://sh.lianjia.com/zufang/SH2095860022289367040.html,2025-11-17 19:48:35
7,整租·临港海滨国际花园 2室2厅 南/北,1700 元/月,浦东-临港新城-临港海滨国际花园,87.71㎡,南 北,2室2厅1卫,高楼层                        （13层）,https://sh.lianjia.com/zufang/SH2099045853359505408.html,2025-11-17 19:48:35
7,整租·宜浩佳园北区 1室2厅 南,2000 元/月,浦东-临港新城-宜浩佳园北区,76.43㎡,南,1室2厅1卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2099697189444911104.html,2025-11-17 19:48:35
8,整租·陆家嘴滴水涟岸二期 5室2厅 复式 东南/北,7000 元/月,浦东-临港新城-陆家嘴滴水涟岸二期,257.15㎡,东南 北,5室2厅3卫,低楼层                        （3层）,https://sh.lianjia.com/zufang/SH2088867809986609152.html,2025-11-17 19:48:37
8,整租·万科金域澜湾 3室2厅 南,3000 元/月,浦东-临港新城-万科金域澜湾,106.00㎡,南,3室2厅2卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2089961586369232896.html,2025-11-17 19:48:37
8,整租·海上风华 2室2厅 复式 南,3150 元/月,浦东-临港新城-海上风华,90.55㎡,南,2室2厅2卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2090037624688345088.html,2025-11-17 19:48:37
8,整租·东宸源著 2室1厅 南,2900 元/月,浦东-临港新城-东宸源著,77.65㎡,南,2室1厅1卫,中楼层                        （7层）,https://sh.lianjia.com/zufang/SH2090070591443828736.html,2025-11-17 19:48:37
8,整租·新芦苑 1室1厅 南,2000 元/月,浦东-临港新城-新芦苑,57.00㎡,南,1室1厅1卫,中楼层                        （4层）,https://sh.lianjia.com/zufang/SH2090430430988730368.html,2025-11-17 19:48:37
8,整租·滴水湖馨苑一期 2室1厅 南/北,2700 元/月,浦东-临港新城-滴水湖馨苑一期,79.20㎡,南 北,2室1厅1卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2090714810760036352.html,2025-11-17 19:48:37
8,整租·中建锦绣熙岸 4室2厅 南/北,4600 元/月,浦东-临港新城-中建锦绣熙岸,157.53㎡,南 北,4室2厅2卫,高楼层                        （14层）,https://sh.lianjia.com/zufang/SH2091018538281074688.html,2025-11-17 19:48:37
8,整租·碧云壹零 6室4厅 复式 南,19800 元/月,浦东-临港新城-碧云壹零,487.18㎡,南,6室4厅6卫,低楼层                        （3层）,https://sh.lianjia.com/zufang/SH2091383807906152448.html,2025-11-17 19:48:37
8,整租·滴水湖馨苑一期 2室1厅 南,2300 元/月,浦东-临港新城-滴水湖馨苑一期,62.43㎡,南,2室1厅1卫,低楼层                        （5层）,https://sh.lianjia.com/zufang/SH2091172643490234368.html,2025-11-17 19:48:37
8,整租·大名城映晖 3室2厅 南/北,3599 元/月,浦东-临港新城-大名城映晖,100.61㎡,南 北,3室2厅2卫,高楼层                        （12层）,https://sh.lianjia.com/zufang/SH2091415505775624192.html,2025-11-17 19:48:37
8,整租·滴水湖馨苑二期 6室2厅 复式 南,11000 元/月,浦东-临港新城-滴水湖馨苑二期,240.51㎡,南,6室2厅2卫,低楼层                        （1层）,https://sh.lianjia.com/zufang/SH2092094857232252928.html,2025-11-17 19:48:37
8,整租·海滨时代大厦 2室1厅 东,2500 元/月,浦东-临港新城-海滨时代大厦,65.00㎡,东,2室1厅2卫,高楼层                        （10层）,https://sh.lianjia.com/zufang/SH2092113445313839104.html,2025-11-17 19:48:37
8,整租·滴水湖馨苑一期 4室2厅 复式 南,4000 元/月,浦东-临港新城-滴水湖馨苑一期,149.42㎡,南,4室2厅2卫,中楼层                        （5层）,https://sh.lianjia.com/zufang/SH2092223255401201664.html,2025-11-17 19:48:37
8,整租·陆家嘴滴水涟岸一期 2室2厅 南,4000 元/月,浦东-临港新城-陆家嘴滴水涟岸一期,88.59㎡,南,2室2厅2卫,低楼层                        （14层）,https://sh.lianjia.com/zufang/SH2092491008930480128.html,2025-11-17 19:48:37
8,整租·陆家嘴滴水涟岸一期 2室1厅 南/北,3500 元/月,浦东-临港新城-陆家嘴滴水涟岸一期,88.00㎡,南 北,2室1厅1卫,中楼层                        （14层）,https://sh.lianjia.com/zufang/SH2092511152264183808.html,2025-11-17 19:48:37
8,整租·万科金域澜湾 4室2厅 复式 东南,5000 元/月,浦东-临港新城-万科金域澜湾,140.83㎡,东南,4室2厅3卫,低楼层                        （4层）,https://sh.lianjia.com/zufang/SH2092538949120557056.html,2025-11-17 19:48:37
8,整租·海芦汇鸣苑 2室2厅 南,1800 元/月,浦东-临港新城-海芦汇鸣苑,83.81㎡,南,2室2厅1卫,高楼层                        （4层）,https://sh.lianjia.com/zufang/SH2092546341543608320.html,2025-11-17 19:48:37
8,整租·鹏瑞云璟湾 3室2厅 南,3500 元/月,浦东-临港新城-鹏瑞云璟湾,100.00㎡,南,3室2厅2卫,低楼层                        （18层）,https://sh.lianjia.com/zufang/SH2097958951499857920.html,2025-11-17 19:48:37
